market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity,weapon,collection,rarity,float_min,float_max,tradeup_to
AK-47 | Aquamarine Revenge (Battle-Scarred),AK-47 | Aquamarine Revenge,Battle-Scarred,25.35,32.5,43.67,18,AK-47,The Falchion Collection,Covert,0.0,1.0,
AK-47 | Olive Polycam (Field-Tested),AK-47 | Olive Polycam,Field-Tested,0.22,0.19,0.91,202,AK-47,The Sport & Field Collection,Industrial Grade,0.0,0.5,Mil-Spec
AK-47 | Olive Polycam (Minimal Wear),AK-47 | Olive Polycam,Minimal Wear,0.28,0.29,1.05,126,AK-47,The Sport & Field Collection,Industrial Grade,0.0,0.5,Mil-Spec
AK-47 | Olive Polycam (Well-Worn),AK-47 | Olive Polycam,Well-Worn,0.15,0.19,0.77,41,AK-47,The Sport & Field Collection,Industrial Grade,0.0,0.5,Mil-Spec
AK-47 | Orbit Mk01 (Battle-Scarred),AK-47 | Orbit Mk01,Battle-Scarred,20.63,21.23,20.64,2,AK-47,The Operation Hydra Collection,Restricted,0.0,0.55,Classified
AK-47 | Orbit Mk01 (Factory New),AK-47 | Orbit Mk01,Factory New,49.97,58.68,83.77,21,AK-47,The Operation Hydra Collection,Restricted,0.0,0.55,Classified
AK-47 | Orbit Mk01 (Field-Tested),AK-47 | Orbit Mk01,Field-Tested,18.57,21.58,27.07,35,AK-47,The Operation Hydra Collection,Restricted,0.0,0.55,Classified
AK-47 | Orbit Mk01 (Minimal Wear),AK-47 | Orbit Mk01,Minimal Wear,26.0,27.4,43.35,38,AK-47,The Operation Hydra Collection,Restricted,0.0,0.55,Classified
AK-47 | Orbit Mk01 (Well-Worn),AK-47 | Orbit Mk01,Well-Worn,23.28,22.18,24.66,4,AK-47,The Operation Hydra Collection,Restricted,0.0,0.55,Classified
AK-47 | Panthera onca (Battle-Scarred),AK-47 | Panthera onca,Battle-Scarred,178.5,189.51,179.75,2,AK-47,The Ancient Collection,Classified,0.0,1.0,Covert
AK-47 | Panthera onca (Factory New),AK-47 | Panthera onca,Factory New,421.09,538.85,734.23,13,AK-47,The Ancient Collection,Classified,0.0,1.0,Covert
AK-47 | Panthera onca (Field-Tested),AK-47 | Panthera onca,Field-Tested,183.0,246.31,215.69,10,AK-47,The Ancient Collection,Classified,0.0,1.0,Covert
AK-47 | Panthera onca (Minimal Wear),AK-47 | Panthera onca,Minimal Wear,290.0,298.77,327.5,2,AK-47,The Ancient Collection,Classified,0.0,1.0,Covert
AK-47 | Panthera onca (Well-Worn),AK-47 | Panthera onca,Well-Worn,185.86,177.01,292.43,2,AK-47,The Ancient Collection,Classified,0.0,1.0,Covert
AK-47 | Phantom Disruptor (Battle-Scarred),AK-47 | Phantom Disruptor,Battle-Scarred,2.77,3.2,6.66,35,AK-47,The Prisma 2 Collection,Classified,0.0,0.65,Covert
AK-47 | Phantom Disruptor (Factory New),AK-47 | Phantom Disruptor,Factory New,16.75,20.33,27.77,37,AK-47,The Prisma 2 Collection,Classified,0.0,0.65,Covert
AK-47 | Phantom Disruptor (Field-Tested),AK-47 | Phantom Disruptor,Field-Tested,3.22,3.68,5.98,344,AK-47,The Prisma 2 Collection,Classified,0.0,0.65,Covert
AK-47 | Phantom Disruptor (Minimal Wear),AK-47 | Phantom Disruptor,Minimal Wear,6.03,7.33,14.03,124,AK-47,The Prisma 2 Collection,Classified,0.0,0.65,Covert
AK-47 | Phantom Disruptor (Well-Worn),AK-47 | Phantom Disruptor,Well-Worn,3.78,5.03,6.66,27,AK-47,The Prisma 2 Collection,Classified,0.0,0.65,Covert
AK-47 | Point Disarray (Battle-Scarred),AK-47 | Point Disarray,Battle-Scarred,8.93,11.2,44.68,30,AK-47,The Revolver Case Collection,Classified,0.0,0.67,Covert
AK-47 | Point Disarray (Factory New),AK-47 | Point Disarray,Factory New,63.0,68.72,99.96,19,AK-47,The Revolver Case Collection,Classified,0.0,0.67,Covert
AK-47 | Point Disarray (Field-Tested),AK-47 | Point Disarray,Field-Tested,10.44,11.73,19.18,245,AK-47,The Revolver Case Collection,Classified,0.0,0.67,Covert
AK-47 | Point Disarray (Minimal Wear),AK-47 | Point Disarray,Minimal Wear,17.5,21.01,195.34,70,AK-47,The Revolver Case Collection,Classified,0.0,0.67,Covert
AK-47 | Point Disarray (Well-Worn),AK-47 | Point Disarray,Well-Worn,11.82,14.12,20.18,9,AK-47,The Revolver Case Collection,Classified,0.0,0.67,Covert
AK-47 | Predator (Battle-Scarred),AK-47 | Predator,Battle-Scarred,19.43,19.97,96.77,8,AK-47,The Dust Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Predator (Factory New),AK-47 | Predator,Factory New,74.6,62.59,74.6,1,AK-47,The Dust Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Predator (Field-Tested),AK-47 | Predator,Field-Tested,19.5,20.06,110.51,38,AK-47,The Dust Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Predator (Minimal Wear),AK-47 | Predator,Minimal Wear,22.57,24.81,65.07,21,AK-47,The Dust Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Predator (Well-Worn),AK-47 | Predator,Well-Worn,24.66,21.1,30.0,2,AK-47,The Dust Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Rat Rod (Battle-Scarred),AK-47 | Rat Rod,Battle-Scarred,3.41,3.33,19.1,23,AK-47,The Shattered Web Collection,Restricted,0.0,1.0,Classified
AK-47 | Rat Rod (Factory New),AK-47 | Rat Rod,Factory New,32.32,31.87,48.64,7,AK-47,The Shattered Web Collection,Restricted,0.0,1.0,Classified
AK-47 | Rat Rod (Field-Tested),AK-47 | Rat Rod,Field-Tested,2.92,3.6,6.31,166,AK-47,The Shattered Web Collection,Restricted,0.0,1.0,Classified
AK-47 | Rat Rod (Minimal Wear),AK-47 | Rat Rod,Minimal Wear,7.6,9.13,11.24,30,AK-47,The Shattered Web Collection,Restricted,0.0,1.0,Classified
AK-47 | Rat Rod (Well-Worn),AK-47 | Rat Rod,Well-Worn,2.9,3.42,4.6,38,AK-47,The Shattered Web Collection,Restricted,0.0,1.0,Classified
AK-47 | Red Laminate (Battle-Scarred),AK-47 | Red Laminate,Battle-Scarred,70.62,67.26,327.49,7,AK-47,The eSports 2013 Collection,Classified,0.06,0.8,Covert
AK-47 | Red Laminate (Factory New),AK-47 | Red Laminate,Factory New,947.85,382.09,947.85,1,AK-47,The eSports 2013 Collection,Classified,0.06,0.8,Covert
AK-47 | Red Laminate (Field-Tested),AK-47 | Red Laminate,Field-Tested,56.16,65.28,247.19,50,AK-47,The eSports 2013 Collection,Classified,0.06,0.8,Covert
AK-47 | Red Laminate (Minimal Wear),AK-47 | Red Laminate,Minimal Wear,105.69,124.13,366.32,33,AK-47,The eSports 2013 Collection,Classified,0.06,0.8,Covert
AK-47 | Red Laminate (Well-Worn),AK-47 | Red Laminate,Well-Worn,57.54,69.44,230.43,9,AK-47,The eSports 2013 Collection,Classified,0.06,0.8,Covert
AK-47 | Redline (Battle-Scarred),AK-47 | Redline,Battle-Scarred,23.88,30.67,60.67,32,AK-47,The Phoenix Collection,Classified,0.1,0.7,Covert
AK-47 | Redline (Field-Tested),AK-47 | Redline,Field-Tested,33.0,40.23,152.15,355,AK-47,The Phoenix Collection,Classified,0.1,0.7,Covert
AK-47 | Redline (Minimal Wear),AK-47 | Redline,Minimal Wear,215.4,276.74,349.22,44,AK-47,The Phoenix Collection,Classified,0.1,0.7,Covert
AK-47 | Redline (Well-Worn),AK-47 | Redline,Well-Worn,24.05,31.66,139.68,26,AK-47,The Phoenix Collection,Classified,0.1,0.7,Covert
AK-47 | Safari Mesh (Battle-Scarred),AK-47 | Safari Mesh,Battle-Scarred,0.06,0.08,1.03,220,AK-47,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Safari Mesh (Factory New),AK-47 | Safari Mesh,Factory New,1.89,1.79,41.42,25,AK-47,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Safari Mesh (Field-Tested),AK-47 | Safari Mesh,Field-Tested,0.06,0.08,0.94,1276,AK-47,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Safari Mesh (Minimal Wear),AK-47 | Safari Mesh,Minimal Wear,0.15,0.2,2.02,662,AK-47,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Safari Mesh (Well-Worn),AK-47 | Safari Mesh,Well-Worn,0.06,0.08,1.06,183,AK-47,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
AK-47 | Safety Net (Battle-Scarred),AK-47 | Safety Net,Battle-Scarred,2.05,2.08,17.32,7,AK-47,The 2018 Inferno Collection,Restricted,0.0,0.6,Classified
AK-47 | Safety Net (Factory New),AK-47 | Safety Net,Factory New,7.49,7.74,20.4,100,AK-47,The 2018 Inferno Collection,Restricted,0.0,0.6,Classified
AK-47 | Safety Net (Field-Tested),AK-47 | Safety Net,Field-Tested,1.69,2.1,4.53,48,AK-47,The 2018 Inferno Collection,Restricted,0.0,0.6,Classified
AK-47 | Safety Net (Minimal Wear),AK-47 | Safety Net,Minimal Wear,3.23,3.59,5.74,53,AK-47,The 2018 Inferno Collection,Restricted,0.0,0.6,Classified
AK-47 | Safety Net (Well-Worn),AK-47 | Safety Net,Well-Worn,2.02,2.7,4.63,10,AK-47,The 2018 Inferno Collection,Restricted,0.0,0.6,Classified
AK-47 | Searing Rage (Battle-Scarred),AK-47 | Searing Rage,Battle-Scarred,2.81,3.63,11.57,61,AK-47,The Fever Collection,Classified,0.0,1.0,Covert
AK-47 | Searing Rage (Factory New),AK-47 | Searing Rage,Factory New,25.67,29.61,40.55,41,AK-47,The Fever Collection,Classified,0.0,1.0,Covert
AK-47 | Searing Rage (Field-Tested),AK-47 | Searing Rage,Field-Tested,4.47,5.26,5.96,227,AK-47,The Fever Collection,Classified,0.0,1.0,Covert
AK-47 | Searing Rage (Minimal Wear),AK-47 | Searing Rage,Minimal Wear,7.73,9.73,12.41,107,AK-47,The Fever Collection,Classified,0.0,1.0,Covert
AK-47 | Searing Rage (Well-Worn),AK-47 | Searing Rage,Well-Worn,3.65,4.49,4.5,104,AK-47,The Fever Collection,Classified,0.0,1.0,Covert
AK-47 | Slate (Battle-Scarred),AK-47 | Slate,Battle-Scarred,2.34,3.08,7.83,355,AK-47,The Snakebite Collection,Restricted,0.0,1.0,Classified
AK-47 | Slate (Factory New),AK-47 | Slate,Factory New,13.0,16.4,37.79,204,AK-47,The Snakebite Collection,Restricted,0.0,1.0,Classified
AK-47 | Slate (Field-Tested),AK-47 | Slate,Field-Tested,2.76,3.9,6.33,1702,AK-47,The Snakebite Collection,Restricted,0.0,1.0,Classified
AK-47 | Slate (Minimal Wear),AK-47 | Slate,Minimal Wear,5.29,6.42,10.72,847,AK-47,The Snakebite Collection,Restricted,0.0,1.0,Classified
AK-47 | Slate (Well-Worn),AK-47 | Slate,Well-Worn,2.54,3.18,6.05,326,AK-47,The Snakebite Collection,Restricted,0.0,1.0,Classified
AK-47 | Steel Delta (Battle-Scarred),AK-47 | Steel Delta,Battle-Scarred,1.49,1.54,4.71,43,AK-47,The Anubis Collection,Mil-Spec Grade,0.0,0.73,
AK-47 | Steel Delta (Factory New),AK-47 | Steel Delta,Factory New,3.44,3.55,41.54,59,AK-47,The Anubis Collection,Mil-Spec Grade,0.0,0.73,
AK-47 | Steel Delta (Field-Tested),AK-47 | Steel Delta,Field-Tested,0.93,1.11,3.02,136,AK-47,The Anubis Collection,Mil-Spec Grade,0.0,0.73,
AK-47 | Steel Delta (Minimal Wear),AK-47 | Steel Delta,Minimal Wear,1.69,1.81,4.52,84,AK-47,The Anubis Collection,Mil-Spec Grade,0.0,0.73,
AK-47 | Steel Delta (Well-Worn),AK-47 | Steel Delta,Well-Worn,1.35,1.59,2.44,22,AK-47,The Anubis Collection,Mil-Spec Grade,0.0,0.73,
AK-47 | The Empress (Battle-Scarred),AK-47 | The Empress,Battle-Scarred,30.41,33.56,39.57,34,AK-47,The Spectrum 2 Collection,Covert,0.0,1.0,
AK-47 | The Empress (Factory New),AK-47 | The Empress,Factory New,194.05,234.65,218.91,17,AK-47,The Spectrum 2 Collection,Covert,0.0,1.0,
AK-47 | The Empress (Field-Tested),AK-47 | The Empress,Field-Tested,33.0,41.21,41.23,147,AK-47,The Spectrum 2 Collection,Covert,0.0,1.0,
AK-47 | The Empress (Minimal Wear),AK-47 | The Empress,Minimal Wear,58.0,67.65,74.27,76,AK-47,The Spectrum 2 Collection,Covert,0.0,1.0,
AK-47 | The Empress (Well-Worn),AK-47 | The Empress,Well-Worn,29.73,35.25,90.07,34,AK-47,The Spectrum 2 Collection,Covert,0.0,1.0,
AK-47 | The Outsiders (Battle-Scarred),AK-47 | The Outsiders,Battle-Scarred,3.97,4.39,9.43,89,AK-47,The Gallery Collection,Classified,0.0,0.9,Covert
AK-47 | The Outsiders (Factory New),AK-47 | The Outsiders,Factory New,47.39,54.71,83.38,23,AK-47,The Gallery Collection,Classified,0.0,0.9,Covert
AK-47 | The Outsiders (Field-Tested),AK-47 | The Outsiders,Field-Tested,5.64,7.06,11.24,166,AK-47,The Gallery Collection,Classified,0.0,0.9,Covert
AK-47 | The Outsiders (Minimal Wear),AK-47 | The Outsiders,Minimal Wear,12.2,14.89,24.76,96,AK-47,The Gallery Collection,Classified,0.0,0.9,Covert
AK-47 | The Outsiders (Well-Worn),AK-47 | The Outsiders,Well-Worn,4.41,5.89,12.53,57,AK-47,The Gallery Collection,Classified,0.0,0.9,Covert
AK-47 | Uncharted (Battle-Scarred),AK-47 | Uncharted,Battle-Scarred,0.24,0.34,0.71,178,AK-47,The Prisma Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | Uncharted (Factory New),AK-47 | Uncharted,Factory New,1.23,1.32,4.47,202,AK-47,The Prisma Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted,Field-Tested,0.24,0.34,0.77,570,AK-47,The Prisma Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | Uncharted (Minimal Wear),AK-47 | Uncharted,Minimal Wear,0.41,0.57,2.52,331,AK-47,The Prisma Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | Uncharted (Well-Worn),AK-47 | Uncharted,Well-Worn,0.54,0.73,1.1,99,AK-47,The Prisma Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | VariCamo Grey (Battle-Scarred),AK-47 | VariCamo Grey,Battle-Scarred,0.4,0.41,0.8,17,AK-47,The Boreal Collection,Industrial Grade,0.0,0.671875,Mil-Spec
AK-47 | VariCamo Grey (Factory New),AK-47 | VariCamo Grey,Factory New,1.12,1.18,6.11,25,AK-47,The Boreal Collection,Industrial Grade,0.0,0.671875,Mil-Spec
AK-47 | VariCamo Grey (Field-Tested),AK-47 | VariCamo Grey,Field-Tested,0.39,0.4,1.09,20,AK-47,The Boreal Collection,Industrial Grade,0.0,0.671875,Mil-Spec
AK-47 | VariCamo Grey (Minimal Wear),AK-47 | VariCamo Grey,Minimal Wear,2.98,0.7,5.08,4,AK-47,The Boreal Collection,Industrial Grade,0.0,0.671875,Mil-Spec
AK-47 | VariCamo Grey (Well-Worn),AK-47 | VariCamo Grey,Well-Worn,0.4,0.55,0.5,21,AK-47,The Boreal Collection,Industrial Grade,0.0,0.671875,Mil-Spec
AK-47 | Vulcan (Battle-Scarred),AK-47 | Vulcan,Battle-Scarred,159.84,189.54,263.33,9,AK-47,The Huntsman Collection,Covert,0.0,0.9,
AK-47 | Vulcan (Factory New),AK-47 | Vulcan,Factory New,800.0,995.04,1453.03,21,AK-47,The Huntsman Collection,Covert,0.0,0.9,
AK-47 | Vulcan (Field-Tested),AK-47 | Vulcan,Field-Tested,211.86,276.84,335.73,61,AK-47,The Huntsman Collection,Covert,0.0,0.9,
AK-47 | Vulcan (Minimal Wear),AK-47 | Vulcan,Minimal Wear,495.18,596.6,639.64,39,AK-47,The Huntsman Collection,Covert,0.0,0.9,
AK-47 | Vulcan (Well-Worn),AK-47 | Vulcan,Well-Worn,180.95,207.4,196.98,15,AK-47,The Huntsman Collection,Covert,0.0,0.9,
AK-47 | Wasteland Rebel (Battle-Scarred),AK-47 | Wasteland Rebel,Battle-Scarred,38.93,39.02,38.93,1,AK-47,The Vanguard Collection,Covert,0.05,0.7,
AK-47 | Wasteland Rebel (Factory New),AK-47 | Wasteland Rebel,Factory New,246.5,241.66,521.3,6,AK-47,The Vanguard Collection,Covert,0.05,0.7,
AK-47 | Wasteland Rebel (Field-Tested),AK-47 | Wasteland Rebel,Field-Tested,35.78,41.42,88.41,29,AK-47,The Vanguard Collection,Covert,0.05,0.7,
AK-47 | Wasteland Rebel (Minimal Wear),AK-47 | Wasteland Rebel,Minimal Wear,74.77,83.22,89.92,24,AK-47,The Vanguard Collection,Covert,0.05,0.7,
AK-47 | Wasteland Rebel (Well-Worn),AK-47 | Wasteland Rebel,Well-Worn,49.98,55.37,49.98,1,AK-47,The Vanguard Collection,Covert,0.05,0.7,
AK-47 | Wild Lotus (Battle-Scarred),AK-47 | Wild Lotus,Battle-Scarred,5599.0,4457.64,5599.0,1,AK-47,The St. Marc Collection,Covert,0.0,1.0,
AK-47 | Wild Lotus (Factory New),AK-47 | Wild Lotus,Factory New,,20544.9,,0,AK-47,The St. Marc Collection,Covert,0.0,1.0,
AK-47 | Wild Lotus (Field-Tested),AK-47 | Wild Lotus,Field-Tested,9991.0,11537.99,11458.1,2,AK-47,The St. Marc Collection,Covert,0.0,1.0,
AK-47 | Wild Lotus (Minimal Wear),AK-47 | Wild Lotus,Minimal Wear,12499.0,14940.19,12499.0,1,AK-47,The St. Marc Collection,Covert,0.0,1.0,
AK-47 | Wild Lotus (Well-Worn),AK-47 | Wild Lotus,Well-Worn,,7987.94,,0,AK-47,The St. Marc Collection,Covert,0.0,1.0,
AK-47 | Wintergreen (Battle-Scarred),AK-47 | Wintergreen,Battle-Scarred,2.67,2.83,5.63,6,AK-47,The Boreal Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | Wintergreen (Factory New),AK-47 | Wintergreen,Factory New,23.99,26.08,39.75,46,AK-47,The Boreal Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | Wintergreen (Field-Tested),AK-47 | Wintergreen,Field-Tested,2.38,3.05,4.49,94,AK-47,The Boreal Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | Wintergreen (Minimal Wear),AK-47 | Wintergreen,Minimal Wear,9.5,10.46,12.13,60,AK-47,The Boreal Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | Wintergreen (Well-Worn),AK-47 | Wintergreen,Well-Worn,3.47,3.52,7.24,5,AK-47,The Boreal Collection,Mil-Spec Grade,0.0,0.75,
AK-47 | X-Ray (Battle-Scarred),AK-47 | X-Ray,Battle-Scarred,,410.71,,0,AK-47,The Havoc Collection,Covert,0.0,1.0,
AK-47 | X-Ray (Factory New),AK-47 | X-Ray,Factory New,3898.58,3502.44,4006.23,2,AK-47,The Havoc Collection,Covert,0.0,1.0,
AK-47 | X-Ray (Field-Tested),AK-47 | X-Ray,Field-Tested,856.79,991.1,893.57,3,AK-47,The Havoc Collection,Covert,0.0,1.0,
AK-47 | X-Ray (Minimal Wear),AK-47 | X-Ray,Minimal Wear,1734.77,1797.83,1741.06,2,AK-47,The Havoc Collection,Covert,0.0,1.0,
AK-47 | X-Ray (Well-Worn),AK-47 | X-Ray,Well-Worn,420.0,505.41,444.74,4,AK-47,The Havoc Collection,Covert,0.0,1.0,
AUG | Akihabara Accept (Battle-Scarred),AUG | Akihabara Accept,Battle-Scarred,344.67,279.89,344.67,1,AUG,The Rising Sun Collection,Covert,0.0,1.0,
AUG | Akihabara Accept (Factory New),AUG | Akihabara Accept,Factory New,3880.54,4190.1,3954.04,2,AUG,The Rising Sun Collection,Covert,0.0,1.0,
AUG | Akihabara Accept (Field-Tested),AUG | Akihabara Accept,Field-Tested,754.67,608.7,754.67,1,AUG,The Rising Sun Collection,Covert,0.0,1.0,
AUG | Akihabara Accept (Minimal Wear),AUG | Akihabara Accept,Minimal Wear,1249.34,1407.01,1572.58,4,AUG,The Rising Sun Collection,Covert,0.0,1.0,
AUG | Akihabara Accept (Well-Worn),AUG | Akihabara Accept,Well-Worn,400.0,385.96,400.0,1,AUG,The Rising Sun Collection,Covert,0.0,1.0,
AUG | Amber Fade (Factory New),AUG | Amber Fade,Factory New,2.0,1.77,5.31,81,AUG,The 2021 Train Collection,Mil-Spec Grade,0.0,0.4,
AUG | Amber Fade (Field-Tested),AUG | Amber Fade,Field-Tested,1.9,1.36,2.3,30,AUG,The 2021 Train Collection,Mil-Spec Grade,0.0,0.4,
AUG | Amber Fade (Minimal Wear),AUG | Amber Fade,Minimal Wear,1.57,1.37,3.33,33,AUG,The 2021 Train Collection,Mil-Spec Grade,0.0,0.4,
AUG | Amber Fade (Well-Worn),AUG | Amber Fade,Well-Worn,5.01,1.83,6.33,4,AUG,The 2021 Train Collection,Mil-Spec Grade,0.0,0.4,
AUG | Amber Slipstream (Battle-Scarred),AUG | Amber Slipstream,Battle-Scarred,0.15,0.2,0.2,21,AUG,The Horizon Collection,Mil-Spec Grade,0.0,0.55,
AUG | Amber Slipstream (Factory New),AUG | Amber Slipstream,Factory New,0.34,0.45,1.78,53,AUG,The Horizon Collection,Mil-Spec Grade,0.0,0.55,
AUG | Amber Slipstream (Field-Tested),AUG | Amber Slipstream,Field-Tested,0.18,0.26,0.58,68,AUG,The Horizon Collection,Mil-Spec Grade,0.0,0.55,
AUG | Amber Slipstream (Minimal Wear),AUG | Amber Slipstream,Minimal Wear,0.21,0.29,0.61,32,AUG,The Horizon Collection,Mil-Spec Grade,0.0,0.55,
AUG | Amber Slipstream (Well-Worn),AUG | Amber Slipstream,Well-Worn,0.17,0.22,1.44,19,AUG,The Horizon Collection,Mil-Spec Grade,0.0,0.55,
AUG | Anodized Navy (Factory New),AUG | Anodized Navy,Factory New,26.32,30.97,181.35,12,AUG,The Alpha Collection,Mil-Spec Grade,0.0,0.08,
AUG | Anodized Navy (Minimal Wear),AUG | Anodized Navy,Minimal Wear,,37.09,,0,AUG,The Alpha Collection,Mil-Spec Grade,0.0,0.08,
AUG | Arctic Wolf (Battle-Scarred),AUG | Arctic Wolf,Battle-Scarred,1.35,1.54,2.22,19,AUG,The Shattered Web Collection,Restricted,0.0,0.7,Classified
AUG | Arctic Wolf (Factory New),AUG | Arctic Wolf,Factory New,5.46,6.27,16.06,22,AUG,The Shattered Web Collection,Restricted,0.0,0.7,Classified
AUG | Arctic Wolf (Field-Tested),AUG | Arctic Wolf,Field-Tested,1.7,1.76,3.74,32,AUG,The Shattered Web Collection,Restricted,0.0,0.7,Classified
AUG | Arctic Wolf (Minimal Wear),AUG | Arctic Wolf,Minimal Wear,3.0,3.47,5.35,30,AUG,The Shattered Web Collection,Restricted,0.0,0.7,Classified
AUG | Arctic Wolf (Well-Worn),AUG | Arctic Wolf,Well-Worn,,2.55,,0,AUG,The Shattered Web Collection,Restricted,0.0,0.7,Classified
AUG | Aristocrat (Battle-Scarred),AUG | Aristocrat,Battle-Scarred,0.46,0.64,1.07,28,AUG,The Gamma Collection,Restricted,0.0,0.66,Classified
AUG | Aristocrat (Factory New),AUG | Aristocrat,Factory New,2.99,3.38,8.58,19,AUG,The Gamma Collection,Restricted,0.0,0.66,Classified
AUG | Aristocrat (Field-Tested),AUG | Aristocrat,Field-Tested,0.6,0.7,1.16,70,AUG,The Gamma Collection,Restricted,0.0,0.66,Classified
AUG | Aristocrat (Minimal Wear),AUG | Aristocrat,Minimal Wear,1.3,1.39,5.49,34,AUG,The Gamma Collection,Restricted,0.0,0.66,Classified
AUG | Aristocrat (Well-Worn),AUG | Aristocrat,Well-Worn,0.62,0.76,0.97,14,AUG,The Gamma Collection,Restricted,0.0,0.66,Classified
AUG | Bengal Tiger (Battle-Scarred),AUG | Bengal Tiger,Battle-Scarred,,9.58,,0,AUG,The eSports 2014 Summer Collection,Classified,0.06,0.8,Covert
AUG | Bengal Tiger (Factory New),AUG | Bengal Tiger,Factory New,36.47,38.06,41.88,4,AUG,The eSports 2014 Summer Collection,Classified,0.06,0.8,Covert
AUG | Bengal Tiger (Field-Tested),AUG | Bengal Tiger,Field-Tested,7.76,9.41,10.31,16,AUG,The eSports 2014 Summer Collection,Classified,0.06,0.8,Covert
AUG | Bengal Tiger (Minimal Wear),AUG | Bengal Tiger,Minimal Wear,12.24,13.63,28.16,14,AUG,The eSports 2014 Summer Collection,Classified,0.06,0.8,Covert
AUG | Bengal Tiger (Well-Worn),AUG | Bengal Tiger,Well-Worn,,9.33,,0,AUG,The eSports 2014 Summer Collection,Classified,0.06,0.8,Covert
AUG | Carved Jade (Factory New),AUG | Carved Jade,Factory New,15.09,18.84,32.15,112,AUG,The Ancient Collection,Mil-Spec Grade,0.0,0.2,
AUG | Carved Jade (Field-Tested),AUG | Carved Jade,Field-Tested,11.89,12.25,13.53,3,AUG,The Ancient Collection,Mil-Spec Grade,0.0,0.2,
AUG | Carved Jade (Minimal Wear),AUG | Carved Jade,Minimal Wear,11.91,15.05,16.81,22,AUG,The Ancient Collection,Mil-Spec Grade,0.0,0.2,
AUG | Chameleon (Battle-Scarred),AUG | Chameleon,Battle-Scarred,2.56,3.01,4.36,7,AUG,The Phoenix Collection,Covert,0.0,0.5,
AUG | Chameleon (Factory New),AUG | Chameleon,Factory New,4.9,6.51,25.36,29,AUG,The Phoenix Collection,Covert,0.0,0.5,
AUG | Chameleon (Field-Tested),AUG | Chameleon,Field-Tested,1.96,2.52,6.31,56,AUG,The Phoenix Collection,Covert,0.0,0.5,
AUG | Chameleon (Minimal Wear),AUG | Chameleon,Minimal Wear,2.77,3.09,14.63,34,AUG,The Phoenix Collection,Covert,0.0,0.5,
AUG | Chameleon (Well-Worn),AUG | Chameleon,Well-Worn,2.66,3.01,2.66,1,AUG,The Phoenix Collection,Covert,0.0,0.5,
AUG | Colony (Battle-Scarred),AUG | Colony,Battle-Scarred,,2.8,,0,AUG,The Mirage Collection,Consumer Grade,0.06,0.8,
AUG | Colony (Factory New),AUG | Colony,Factory New,,9.44,,0,AUG,The Mirage Collection,Consumer Grade,0.06,0.8,
AUG | Colony (Field-Tested),AUG | Colony,Field-Tested,5.75,2.97,18.09,4,AUG,The Mirage Collection,Consumer Grade,0.06,0.8,
AUG | Colony (Minimal Wear),AUG | Colony,Minimal Wear,8.88,3.2,13.97,2,AUG,The Mirage Collection,Consumer Grade,0.06,0.8,
AUG | Colony (Well-Worn),AUG | Colony,Well-Worn,,2.99,,0,AUG,The Mirage Collection,Consumer Grade,0.06,0.8,
AUG | Commando Company (Battle-Scarred),AUG | Commando Company,Battle-Scarred,0.03,0.03,0.34,21,AUG,The Boreal Collection,Consumer Grade,0.0,0.65,
AUG | Commando Company (Factory New),AUG | Commando Company,Factory New,0.18,0.08,0.4,85,AUG,The Boreal Collection,Consumer Grade,0.0,0.65,
