ROI,Expected Value,Cost,Input Skins,Output Breakdown
136.29%,£33.25,£24.40,"[[""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)]]",FAMAS | Waters of Nephthys (Field-Tested) @ 0.2905 (50.00%) → £26.53; P250 | Apep's Curse (Well-Worn) @ 0.4150 (50.00%) → £39.98
136.29%,£33.25,£24.40,"[[""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)], [""Nova | Sobek's Bite (Well-Worn)"", 'The Anubis Collection', 'Restricted', 0.415, np.float64(2.44)]]",FAMAS | Waters of Nephthys (Field-Tested) @ 0.2905 (50.00%) → £26.53; P250 | Apep's Curse (Well-Worn) @ 0.4150 (50.00%) → £39.98
133.36%,£163.23,£122.40,"[['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)]]",AK-47 | Jaguar (Minimal Wear) @ 0.1100 (50.00%) → £144.88; M4A4 | Bullet Rain (Factory New) @ 0.0684 (50.00%) → £181.58
133.36%,£163.23,£122.40,"[['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)]]",AK-47 | Jaguar (Minimal Wear) @ 0.1100 (50.00%) → £144.88; M4A4 | Bullet Rain (Factory New) @ 0.0684 (50.00%) → £181.58
133.36%,£163.23,£122.40,"[['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)]]",AK-47 | Jaguar (Minimal Wear) @ 0.1100 (50.00%) → £144.88; M4A4 | Bullet Rain (Factory New) @ 0.0684 (50.00%) → £181.58
133.36%,£163.23,£122.40,"[['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)]]",AK-47 | Jaguar (Minimal Wear) @ 0.1100 (50.00%) → £144.88; M4A4 | Bullet Rain (Factory New) @ 0.0684 (50.00%) → £181.58
133.36%,£163.23,£122.40,"[['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)], ['AUG | Bengal Tiger (Minimal Wear)', 'The eSports 2014 Summer Collection', 'Classified', 0.11, np.float64(12.24)]]",AK-47 | Jaguar (Minimal Wear) @ 0.1100 (50.00%) → £144.88; M4A4 | Bullet Rain (Factory New) @ 0.0684 (50.00%) → £181.58
131.82%,£13.05,£9.90,"[['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)]]",AUG | Death by Puppy (Factory New) @ 0.0440 (33.33%) → £15.56; MP9 | Hydra (Minimal Wear) @ 0.1100 (33.33%) → £9.75; P90 | Nostalgia (Factory New) @ 0.0627 (33.33%) → £13.84
131.82%,£13.05,£9.90,"[['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)]]",AUG | Death by Puppy (Factory New) @ 0.0440 (33.33%) → £15.56; MP9 | Hydra (Minimal Wear) @ 0.1100 (33.33%) → £9.75; P90 | Nostalgia (Factory New) @ 0.0627 (33.33%) → £13.84
131.82%,£13.05,£9.90,"[['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)]]",AUG | Death by Puppy (Factory New) @ 0.0440 (33.33%) → £15.56; MP9 | Hydra (Minimal Wear) @ 0.1100 (33.33%) → £9.75; P90 | Nostalgia (Factory New) @ 0.0627 (33.33%) → £13.84
131.82%,£13.05,£9.90,"[['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)]]",AUG | Death by Puppy (Factory New) @ 0.0440 (33.33%) → £15.56; MP9 | Hydra (Minimal Wear) @ 0.1100 (33.33%) → £9.75; P90 | Nostalgia (Factory New) @ 0.0627 (33.33%) → £13.84
131.82%,£13.05,£9.90,"[['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)], ['P250 | Inferno (Minimal Wear)', 'The CS20 Collection', 'Restricted', 0.11, np.float64(0.99)]]",AUG | Death by Puppy (Factory New) @ 0.0440 (33.33%) → £15.56; MP9 | Hydra (Minimal Wear) @ 0.1100 (33.33%) → £9.75; P90 | Nostalgia (Factory New) @ 0.0627 (33.33%) → £13.84
130.10%,£4.55,£3.50,"[['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)]]",AK-47 | Searing Rage (Field-Tested) @ 0.2650 (33.33%) → £4.47; Glock-18 | Shinobu (Field-Tested) @ 0.2650 (33.33%) → £4.70; UMP-45 | K.O. Factory (Field-Tested) @ 0.2650 (33.33%) → £4.49
130.10%,£4.55,£3.50,"[['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)]]",AK-47 | Searing Rage (Field-Tested) @ 0.2650 (33.33%) → £4.47; Glock-18 | Shinobu (Field-Tested) @ 0.2650 (33.33%) → £4.70; UMP-45 | K.O. Factory (Field-Tested) @ 0.2650 (33.33%) → £4.49
130.10%,£4.55,£3.50,"[['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)]]",AK-47 | Searing Rage (Field-Tested) @ 0.2650 (33.33%) → £4.47; Glock-18 | Shinobu (Field-Tested) @ 0.2650 (33.33%) → £4.70; UMP-45 | K.O. Factory (Field-Tested) @ 0.2650 (33.33%) → £4.49
130.10%,£4.55,£3.50,"[['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)]]",AK-47 | Searing Rage (Field-Tested) @ 0.2650 (33.33%) → £4.47; Glock-18 | Shinobu (Field-Tested) @ 0.2650 (33.33%) → £4.70; UMP-45 | K.O. Factory (Field-Tested) @ 0.2650 (33.33%) → £4.49
130.10%,£4.55,£3.50,"[['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)], ['P90 | Wave Breaker (Field-Tested)', 'The Fever Collection', 'Restricted', 0.265, np.float64(0.35)]]",AK-47 | Searing Rage (Field-Tested) @ 0.2650 (33.33%) → £4.47; Glock-18 | Shinobu (Field-Tested) @ 0.2650 (33.33%) → £4.70; UMP-45 | K.O. Factory (Field-Tested) @ 0.2650 (33.33%) → £4.49
